22.67,25.0,42.0,31.67,55.0,91.0,28.33,31.67,47.33,72.0,83.0,48.151818181818186
6.33,30.33,56.33,22.67,51.33,87.67,42.67,12.67,27.67,80.0,39.33,41.545454545454554
12.33,37.0,48.0,16.33,49.33,91.67,6.33,15.67,16.67,77.0,72.67,40.27272727272728
13.0,41.0,67.67,31.0,67.0,68.0,44.67,15.0,10.33,58.0,48.0,42.151818181818186
21.67,22.33,34.67,19.67,43.67,50.33,47.0,10.33,10.0,30.0,62.33,31.999999999999996
12.67,31.0,11.67,16.0,33.33,60.67,14.67,11.67,14.0,73.67,59.0,30.759090909090904
13.33,58.67,13.0,27.67,42.0,52.0,17.67,17.0,5.0,35.33,72.0,32.151818181818186
23.0,23.67,19.33,20.33,47.67,70.33,15.67,9.33,10.0,17.67,70.0,29.727272727272727
9.67,28.67,26.33,24.0,42.33,62.33,14.0,11.33,10.67,39.0,42.0,28.21181818181818
14.67,22.0,27.67,10.0,39.67,52.67,23.33,23.0,42.33,35.33,56.33,31.54545454545454
