20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
16.67,36.67,25.0,32.33,68.0,80.0,34.0,16.67,18.33,33.0,69.0,39.06090909090909
29.67,24.33,25.0,19.67,62.67,62.67,14.0,30.67,2.67,27.33,69.33,33.45545454545454
13.0,26.33,26.0,22.0,76.67,55.33,5.0,22.33,14.67,34.33,49.0,31.33272727272727
15.0,19.33,18.67,19.67,43.67,55.0,15.0,5.67,20.33,54.0,60.0,29.667272727272724
18.33,17.0,14.67,20.33,50.67,50.0,11.67,6.0,13.33,43.33,56.67,27.454545454545453
26.67,13.33,14.0,26.0,50.33,46.33,29.0,17.0,5.0,22.67,73.33,29.423636363636362
16.67,27.67,20.0,10.33,66.33,42.33,9.0,14.67,14.67,43.67,35.67,27.364545454545453
14.67,28.0,24.33,21.0,41.67,28.67,32.67,17.67,9.67,49.0,47.33,28.60727272727273
13.33,32.0,16.33,20.67,61.67,51.33,34.67,26.0,2.67,33.67,51.0,31.212727272727275
