28.67,58.67,51.67,24.0,26.67,37.936
63.67,59.33,52.67,14.67,34.0,44.868
32.0,72.67,35.67,12.67,62.33,43.068
30.0,65.33,58.67,16.67,53.67,44.86800000000001
42.33,85.0,31.33,34.33,48.33,48.263999999999996
87.67,46.33,53.67,26.0,61.67,55.068000000000005
37.67,43.33,71.33,27.67,38.33,43.666
40.67,45.67,64.33,19.33,50.67,44.134
52.67,51.33,49.67,16.0,66.0,47.134
31.67,72.0,47.67,21.0,32.33,40.934000000000005
