48.33,31.0,22.33,15.0,70.0,70.0,45.33,14.67,16.0,56.33,85.67,43.15090909090909
10.33,40.67,16.0,17.0,92.67,96.67,55.33,14.67,9.67,67.33,67.33,44.333636363636366
27.67,31.67,22.0,19.67,80.0,82.0,27.0,25.67,13.67,29.0,43.0,36.48636363636364
17.0,37.33,44.67,29.0,80.33,33.67,39.33,49.67,13.0,38.33,83.0,42.302727272727275
5.0,39.33,45.33,35.67,71.0,61.0,41.33,19.33,38.33,61.33,54.33,42.90727272727272
21.0,35.67,44.0,25.33,38.67,84.0,23.67,18.0,26.33,54.0,71.33,40.18181818181818
19.0,36.67,18.67,12.0,85.33,76.33,24.0,9.33,2.33,86.33,49.67,38.15090909090909
9.67,32.0,48.67,25.67,56.33,86.33,12.33,10.0,7.67,82.33,58.33,39.03
11.33,39.67,15.0,9.67,50.67,72.67,15.0,15.33,6.67,76.33,68.0,34.57636363636363
17.0,28.67,69.0,13.33,61.67,62.67,24.67,16.67,1.67,70.67,59.33,38.66818181818183
