20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
14.33,11.67,28.67,28.0,84.33,71.0,51.0,38.67,17.33,60.33,50.0,41.39363636363636
22.33,24.33,25.33,13.0,39.33,75.67,23.67,27.33,5.0,36.33,55.0,31.574545454545454
15.67,26.0,23.33,12.0,39.33,54.67,38.67,17.33,11.0,42.0,68.67,31.69727272727273
16.67,25.33,20.0,11.67,45.0,50.33,29.67,11.67,8.67,33.0,47.33,27.21272727272727
10.0,12.33,18.33,15.33,43.0,51.67,16.0,8.0,14.33,23.67,59.33,24.726363636363637
13.0,24.33,26.33,12.67,53.67,53.33,36.33,4.0,10.0,11.67,51.33,26.969090909090905
13.0,14.33,17.33,24.33,34.67,56.67,16.0,11.33,14.67,22.33,49.0,24.878181818181815
10.67,15.33,11.67,19.0,43.67,44.0,18.0,11.67,15.0,29.0,52.0,24.546363636363637
5.67,8.0,23.33,20.67,44.33,46.67,26.33,19.0,19.33,24.33,42.67,25.484545454545454
