22.67,25.0,42.0,31.67,55.0,91.0,28.33,31.67,47.33,72.0,83.0,48.151818181818186
24.0,25.33,22.33,16.33,80.33,79.0,22.0,13.67,11.67,77.0,40.0,37.42363636363637
26.33,60.67,12.33,18.33,75.0,53.33,48.33,31.33,30.0,34.33,62.0,41.089090909090906
10.33,31.67,13.0,28.67,78.33,80.0,18.67,28.0,44.0,44.67,57.33,39.515454545454546
11.33,35.67,23.67,14.33,76.33,58.0,25.67,9.0,27.33,27.33,67.67,34.21181818181818
29.33,31.67,33.33,26.0,66.33,75.0,23.67,23.0,12.0,9.33,56.0,35.059999999999995
6.0,52.67,34.0,8.0,68.33,61.67,15.33,14.0,9.67,51.0,44.33,33.18181818181818
43.67,29.33,8.33,15.33,77.33,73.33,17.33,10.33,10.67,17.0,57.0,32.695454545454545
18.33,27.33,10.67,27.33,45.67,63.0,17.33,22.0,37.0,36.67,42.67,31.636363636363637
13.67,26.33,26.33,33.67,58.0,75.33,9.67,11.67,15.33,27.33,53.33,31.87818181818181
