48.33,31.0,22.33,15.0,70.0,70.0,45.33,14.67,16.0,56.33,85.67,43.15090909090909
20.0,34.67,14.33,33.33,40.67,54.33,55.33,30.0,71.0,66.0,83.67,45.75727272727273
52.33,40.33,14.0,22.67,66.33,58.0,31.33,28.33,13.0,36.0,68.33,39.14999999999999
15.0,42.33,22.67,23.67,91.0,50.33,51.33,25.67,5.33,59.0,76.67,42.09090909090909
16.33,62.67,34.0,16.0,69.33,48.0,22.0,18.67,5.0,42.33,86.0,38.21181818181818
13.0,31.67,23.0,16.0,79.0,90.33,17.0,16.33,20.33,58.0,51.33,37.81727272727272
32.33,46.67,18.67,12.67,86.0,80.0,55.0,23.33,21.67,8.33,80.33,42.27272727272727
20.0,34.33,16.67,12.33,71.33,71.33,32.67,25.33,17.0,75.33,63.0,39.93818181818182
22.33,23.67,35.33,21.67,53.33,63.33,44.67,31.67,8.67,40.0,78.0,38.42454545454546
19.0,26.67,21.33,16.67,74.0,65.33,80.67,20.33,5.0,17.0,75.33,38.302727272727275
