28.67,58.67,51.67,24.0,26.67,37.936
28.67,70.0,51.33,70.67,48.33,53.8
9.67,46.0,67.67,37.0,48.0,41.668
7.0,50.67,61.67,18.67,38.67,35.336
26.0,62.67,48.0,24.0,50.33,42.2
22.67,56.33,55.0,34.67,38.33,41.4
10.67,56.33,51.67,40.0,46.33,41.0
27.33,61.67,45.0,31.67,47.33,42.6
8.33,69.33,50.33,38.33,47.67,42.798
37.0,52.67,67.0,19.67,46.33,44.534000000000006
