20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
31.67,38.0,44.33,18.67,53.67,74.67,37.67,32.67,4.33,61.0,54.33,41.0009090909091
20.67,43.33,36.33,28.67,60.67,88.67,30.0,26.33,17.67,30.33,57.0,39.97
21.0,35.67,12.67,18.67,46.33,69.0,42.67,6.67,1.33,34.0,61.0,31.728181818181817
47.33,28.67,26.33,28.0,46.67,48.0,6.0,31.0,14.0,54.0,46.0,34.18181818181818
16.33,29.33,22.33,18.0,66.0,26.33,74.67,6.67,7.0,61.33,58.0,35.09
25.0,20.33,23.33,17.67,59.0,36.67,13.0,11.0,9.0,29.67,35.0,25.424545454545456
14.33,34.67,18.0,21.0,52.33,28.33,12.33,7.67,0.33,71.0,53.67,28.514545454545456
7.0,16.0,27.0,29.33,49.33,68.33,5.67,4.67,46.33,25.33,29.33,28.029090909090904
11.67,16.33,15.67,12.33,52.67,42.0,16.0,4.0,5.0,42.67,50.0,24.394545454545458
