48.33,31.0,22.33,15.0,70.0,70.0,45.33,14.67,16.0,56.33,85.67,43.15090909090909
32.33,27.67,48.0,36.67,49.33,80.67,33.67,33.0,5.33,27.67,76.0,40.940000000000005
12.67,50.0,22.33,33.33,79.67,41.67,53.33,44.33,22.33,31.33,54.33,40.48363636363636
10.67,30.0,17.33,21.0,91.0,45.33,32.67,30.33,6.33,64.67,40.33,35.42363636363636
17.0,30.33,24.0,19.0,41.67,45.0,44.33,40.67,52.33,77.0,83.67,43.18181818181818
17.33,28.0,20.33,20.33,45.67,60.33,24.0,8.0,7.67,43.33,62.33,30.665454545454544
28.67,25.67,24.33,13.33,75.33,57.0,36.67,12.33,3.67,61.33,40.33,34.42363636363636
30.0,24.33,29.33,17.0,61.0,50.0,26.33,22.33,9.67,57.33,64.0,35.57454545454545
11.33,30.67,9.33,21.33,63.0,66.33,4.67,14.0,19.33,67.0,52.67,32.696363636363635
27.67,29.33,14.67,8.0,60.0,67.0,26.33,21.0,22.33,27.67,42.33,31.484545454545454
