91.43,60.0,71.43,34.29,82.86,37.14,60.0,62.45
60.0,57.14,74.29,54.29,80.0,42.86,77.14,63.674285714285716
68.57,51.43,88.57,54.29,62.86,40.0,80.0,63.674285714285716
37.14,65.71,88.57,65.71,71.43,34.29,48.57,58.77428571428572
71.43,65.71,88.57,45.71,45.71,37.14,91.43,63.671428571428564
74.29,42.86,85.71,62.86,85.71,71.43,57.14,68.57142857142857
57.14,60.0,68.57,77.14,74.29,31.43,88.57,65.30571428571429
54.29,48.57,68.57,57.14,91.43,45.71,77.14,63.26428571428571
60.0,60.0,77.14,48.57,71.43,37.14,62.86,59.59142857142857
62.86,57.14,85.71,62.86,62.86,48.57,85.71,66.53
