48.33,31.0,22.33,15.0,70.0,70.0,45.33,14.67,16.0,56.33,85.67,43.15090909090909
17.67,25.33,67.33,11.33,46.67,75.0,24.67,23.0,10.67,42.33,86.67,39.151818181818186
52.33,35.33,35.33,11.33,60.0,65.67,52.33,22.0,7.33,49.67,59.0,40.93818181818182
20.33,28.0,47.67,34.33,75.67,65.67,47.67,29.33,43.0,24.33,87.0,45.72727272727273
46.67,32.67,32.0,12.33,37.33,76.67,42.67,29.33,7.67,37.67,72.33,38.84909090909091
13.33,42.33,24.67,21.0,61.0,54.67,61.0,21.0,12.67,18.33,75.33,36.848181818181814
16.33,29.33,44.67,44.67,67.0,64.0,8.33,11.67,19.67,58.0,51.67,37.75818181818182
3.67,25.67,55.67,15.67,49.67,55.67,43.67,22.67,5.33,46.0,61.67,35.03272727272728
9.67,28.0,35.67,12.0,79.0,68.33,35.67,20.33,6.0,44.33,27.67,33.333636363636366
15.67,39.0,29.67,20.33,46.67,42.33,7.33,22.33,6.33,72.33,67.67,33.605454545454556
