22.67,25.0,42.0,31.67,55.0,91.0,28.33,31.67,47.33,72.0,83.0,48.151818181818186
37.33,38.33,27.67,32.33,70.33,38.33,72.0,8.67,18.33,55.33,77.0,43.24090909090909
29.67,30.33,18.33,23.33,61.67,64.33,35.67,26.33,16.67,90.0,58.67,41.36363636363637
7.67,22.67,26.67,14.67,72.0,72.0,64.67,40.67,7.33,54.33,79.33,42.00090909090909
15.0,39.33,20.33,24.33,52.33,68.67,62.33,28.67,27.33,66.0,76.67,43.72636363636364
25.0,38.67,30.33,28.67,54.67,69.0,60.33,23.67,14.33,40.33,85.0,42.72727272727273
51.33,37.67,26.33,27.33,76.67,50.33,44.67,27.67,50.33,28.67,85.0,46.0
15.67,44.0,31.0,21.0,65.67,68.33,46.33,27.33,13.33,61.0,45.67,39.93909090909091
49.67,40.33,20.67,29.0,86.33,58.33,38.0,24.67,8.0,25.67,88.67,42.66727272727273
17.0,18.67,68.0,15.0,53.33,88.0,53.0,6.0,6.0,43.33,74.33,40.24181818181818
