22.67,25.0,42.0,31.67,55.0,91.0,28.33,31.67,47.33,72.0,83.0,48.151818181818186
9.67,26.0,58.0,29.33,70.33,80.67,15.67,28.33,20.33,82.0,59.33,43.60545454545454
23.0,47.0,42.0,31.67,46.67,50.33,44.67,29.0,36.0,78.0,88.0,46.940000000000005
15.33,38.33,26.67,17.33,61.33,70.67,52.0,20.33,16.67,89.33,79.0,44.27181818181818
7.67,44.33,35.33,20.67,60.33,63.0,48.0,38.67,14.33,72.67,78.33,43.93909090909091
12.0,28.0,40.33,30.33,59.67,70.0,6.0,25.33,42.33,96.67,75.0,44.15090909090909
25.0,40.67,55.0,21.33,69.0,66.33,35.67,13.33,46.67,77.33,73.0,47.57545454545454
18.33,28.33,35.33,14.0,74.0,59.67,50.33,24.33,48.33,84.33,46.0,43.907272727272726
7.0,28.33,29.33,28.67,83.33,55.67,58.67,25.0,70.0,58.0,60.33,45.848181818181814
21.33,24.67,48.0,22.33,61.0,87.67,25.33,46.0,7.0,47.67,75.0,42.36363636363637
