21.0,31.33,13.0,26.33,29.33,24.198
33.0,26.67,39.67,17.67,29.0,29.201999999999998
18.67,30.0,11.67,7.67,56.33,24.868000000000002
24.33,52.0,7.67,4.67,43.0,26.334000000000003
13.33,33.0,13.33,1.67,73.67,27.0
14.0,41.67,12.33,16.33,31.33,23.131999999999998
12.33,47.0,24.33,18.67,32.33,26.932
12.33,28.67,60.67,31.0,45.67,35.668000000000006
19.67,51.33,5.67,6.67,45.33,25.734
14.0,26.67,61.33,4.67,56.33,32.6
