20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
33.33,29.67,25.33,18.0,68.33,65.0,10.0,28.67,21.67,86.0,60.33,40.57545454545454
14.33,39.33,24.33,15.67,34.33,86.0,40.67,18.0,10.67,57.0,52.67,35.727272727272734
10.67,13.0,20.0,19.0,37.33,73.33,32.0,13.33,2.0,38.67,60.0,29.029999999999998
16.33,10.67,17.33,24.67,52.0,77.33,3.33,7.67,17.33,49.33,47.33,29.392727272727267
14.33,5.0,21.0,18.67,54.67,61.67,11.33,4.33,16.33,28.0,35.0,24.575454545454548
16.0,23.33,15.0,18.33,60.67,39.33,27.0,5.0,2.33,40.33,21.0,24.39272727272727
20.0,8.33,21.0,10.0,57.67,49.33,20.0,3.0,8.33,40.0,35.67,24.848181818181818
21.33,25.0,19.0,14.33,48.0,32.67,8.67,6.67,15.33,31.67,30.0,22.969999999999995
16.67,21.33,21.33,14.67,36.33,40.67,24.67,14.67,4.67,34.0,41.67,24.60727272727273
