20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
26.0,39.0,28.33,9.67,89.33,66.33,53.0,38.33,18.0,96.67,79.67,49.48454545454545
38.33,47.0,44.67,14.33,96.67,36.0,77.33,25.67,23.0,46.33,94.33,49.42363636363636
14.33,51.67,19.67,29.0,91.0,64.33,39.0,9.33,4.67,48.0,47.67,38.06090909090909
26.33,37.67,25.33,14.33,79.67,41.33,36.67,18.0,11.67,35.33,80.33,36.96909090909091
28.67,28.0,19.0,19.0,78.0,49.33,16.33,16.33,4.67,76.67,37.33,33.93909090909091
11.0,40.33,55.67,18.67,90.0,46.67,24.33,19.0,21.67,73.33,74.33,43.18181818181818
26.33,46.33,32.33,23.33,83.0,56.0,22.33,24.0,5.0,51.33,48.67,38.059090909090905
23.0,39.33,21.0,12.33,85.67,52.33,28.33,39.0,12.67,42.67,38.33,35.878181818181815
59.0,21.33,65.0,67.33,83.33,51.67,63.33,3.33,24.0,16.67,90.67,49.60545454545454
