48.33,31.0,22.33,15.0,70.0,70.0,45.33,14.67,16.0,56.33,85.67,43.15090909090909
27.0,29.67,34.0,6.67,86.33,74.0,84.67,39.67,29.0,27.33,67.0,45.940000000000005
22.0,48.33,32.33,23.67,67.67,74.33,52.67,34.0,13.0,10.33,53.67,39.27272727272727
12.67,41.0,66.0,6.33,87.0,47.33,37.67,50.67,2.33,53.67,65.67,42.75818181818182
10.33,32.0,31.0,14.0,53.0,74.0,55.0,15.33,21.0,61.33,79.33,40.57454545454545
19.0,30.67,57.67,32.67,59.67,71.0,53.33,33.33,2.0,14.0,57.67,39.18272727272727
19.33,28.67,38.67,17.67,47.0,65.33,14.0,18.33,5.67,59.67,57.0,33.75818181818182
20.0,27.33,74.67,24.33,46.67,65.67,38.67,18.0,5.33,52.33,34.0,37.0
14.33,26.0,46.67,51.33,37.0,52.0,28.0,23.33,13.33,69.33,48.0,37.210909090909084
19.67,27.0,63.33,32.67,49.33,66.67,32.0,3.0,14.0,36.0,28.33,33.81818181818182
