20.0,30.67,47.0,18.0,93.0,60.67,52.33,14.67,17.33,62.0,83.33,45.36363636363637
12.67,25.67,43.67,35.0,73.67,66.33,51.67,31.67,14.67,62.0,51.33,42.57727272727273
43.67,40.67,35.0,21.33,80.0,33.67,39.0,14.67,4.67,39.67,80.0,39.30454545454546
24.67,40.33,23.67,44.67,61.67,66.0,23.33,13.0,40.0,16.0,37.33,35.51545454545454
25.67,25.33,20.33,22.33,23.33,83.67,11.33,10.67,5.0,25.0,61.0,28.514545454545452
25.0,21.67,12.67,11.0,30.33,74.33,15.0,10.0,4.33,70.0,79.67,32.18181818181819
31.0,21.0,18.0,11.0,44.33,52.0,28.0,7.33,4.33,14.33,37.33,24.422727272727276
23.67,23.67,26.0,10.33,48.0,48.33,19.0,7.0,1.0,23.67,25.67,23.303636363636368
16.33,6.67,22.0,16.0,49.0,40.33,43.0,9.0,11.0,30.33,16.0,23.605454545454542
11.67,19.0,13.0,20.33,39.0,50.33,9.0,3.67,1.33,14.0,43.33,20.423636363636362
